name,mean,var
./sampled_histograms/50x50 micrometer  channel D  0.06ul per min  40x  01,8.966323852539062,3.379650115966797,50,0.06
./sampled_histograms/50x50 micrometer  channel D  0.06ul per min  40x  02,9.012505531311035,3.1709697246551514,50,0.06
./sampled_histograms/50x50 micrometer  channel D  0.06ul per min  40x  03,9.882830619812012,2.783612012863159,50,0.06
./sampled_histograms/50x50 micrometer  channel D  0.06ul per min  40x  04,9.713778495788574,3.484421730041504,50,0.06
./sampled_histograms/50x50 micrometer  channel D  0.045ul per min  40x  01,7.635572910308838,2.105315685272217,50,0.045
./sampled_histograms/50x50 micrometer  channel D  0.045ul per min  40x  02,6.752554893493652,1.5972896814346313,50,0.045
./sampled_histograms/50x50 micrometer  channel D  0.045ul per min  40x  03,7.313658237457275,2.114560842514038,50,0.045
./sampled_histograms/50x50 micrometer  channel D  0.045ul per min  40x  04,6.305125713348389,1.6412074565887451,50,0.045
./sampled_histograms/50x50 micrometer  channel D  0.075ul per min  40x  01,7.998226642608643,1.983419418334961,50,0.075
./sampled_histograms/50x50 micrometer  channel D  0.075ul per min  40x  02,6.439082145690918,1.5711640119552612,50,0.075
./sampled_histograms/50x50 micrometer  channel D  0.075ul per min  40x  03,7.448892116546631,2.0041487216949463,50,0.075
./sampled_histograms/50x50 micrometer  channel D  0.075ul per min  40x  04,6.207572937011719,1.6066759824752808,50,0.075
./sampled_histograms/100x100 micrometer  channel C  0.18 ul per min  40x  01,6.882575511932373,2.019862651824951,100,0.18
./sampled_histograms/100x100 micrometer  channel C  0.18 ul per min  40x  02,8.227381706237793,2.512463092803955,100,0.18
./sampled_histograms/100x100 micrometer  channel C  0.18 ul per min  40x  03,8.887696266174316,2.734644651412964,100,0.18
./sampled_histograms/100x100 micrometer  channel C  0.18 ul per min  40x  04,10.06745433807373,3.727886199951172,100,0.18
./sampled_histograms/100x100 micrometer  channel C  0.24ul per min  40x  01,12.020838737487793,4.699673652648926,100,0.24
./sampled_histograms/100x100 micrometer  channel C  0.24ul per min  40x  02,14.171142578125,5.801243782043457,100,0.24
./sampled_histograms/100x100 micrometer  channel C  0.24ul per min  40x  03,15.244691848754883,6.438264846801758,100,0.24
./sampled_histograms/100x100 micrometer  channel C  0.24ul per min  40x  04,13.245203971862793,5.073265075683594,100,0.24
./sampled_histograms/100x100 micrometer  channel C  0.30ul per min  40x  01,15.427066802978516,5.821690082550049,100,0.30
./sampled_histograms/100x100 micrometer  channel C  0.30ul per min  40x  02,14.674908638000488,6.768504619598389,100,0.30
./sampled_histograms/100x100 micrometer  channel C  0.30ul per min  40x  03,16.789981842041016,7.536463260650635,100,0.30
./sampled_histograms/100x100 micrometer  channel C  0.30ul per min  40x  04,16.651403427124023,7.355997085571289,100,0.30
./sampled_histograms/200x200 micrometer  channel B  0.72 ul per min  40x  01,10.152423858642578,4.371029376983643,200,0.72
./sampled_histograms/200x200 micrometer  channel B  0.72 ul per min  40x  02,10.02842903137207,4.246227741241455,200,0.72
./sampled_histograms/200x200 micrometer  channel B  0.72 ul per min  40x  03,10.375492095947266,4.361201763153076,200,0.72
./sampled_histograms/200x200 micrometer  channel B  0.72 ul per min  40x  04,9.825072288513184,3.9655778408050537,200,0.72
./sampled_histograms/200x200 micrometer  channel B  0.96 ul per min  40x  01,13.040631294250488,4.8028764724731445,200,0.96
./sampled_histograms/200x200 micrometer  channel B  0.96 ul per min  40x  02,11.991032600402832,4.874827861785889,200,0.96
./sampled_histograms/200x200 micrometer  channel B  0.96 ul per min  40x  03,10.674236297607422,4.229735851287842,200,0.96
./sampled_histograms/200x200 micrometer  channel B  0.96 ul per min  40x  04,11.712372779846191,5.288368225097656,200,0.96
./sampled_histograms/200x200 micrometer  channel B  1.2 ul per min  40x  01,16.110361099243164,7.417696952819824,200,1.2
./sampled_histograms/200x200 micrometer  channel B  1.2 ul per min  40x  02,16.570873260498047,8.70734977722168,200,1.2
./sampled_histograms/200x200 micrometer  channel B  1.2 ul per min  40x  03,16.786865234375,8.435273170471191,200,1.2
./sampled_histograms/200x200 micrometer  channel B  1.2 ul per min  40x  04,16.583200454711914,8.18338680267334,200,1.2
./sampled_histograms/dextran v1 01,,,23.9,v1,
./sampled_histograms/dextran v1 02,,,23.9,v1,
./sampled_histograms/dextran v1 03,,,23.9,v1,
./sampled_histograms/dextran v1 04,,,23.9,v1,
./sampled_histograms/dextran v2 01,5.7007737159729,1.736131191253662,23.9,v2
./sampled_histograms/dextran v2 02,5.519678592681885,1.558380365371704,23.9,v2
